Id,Latitud,Longitud,Año,Mes,Día,Hora,Minuto,Segundo,Velocidad (km/h),is_microparada
1,-12.056517,-77.045883,2025,9,29,22,20,2,0,1
2,-12.056417,-77.045167,2025,9,29,22,20,34,9,0
3,-12.056217,-77.045133,2025,9,29,22,20,42,10,0
4,-12.055033,-77.045033,2025,9,29,22,21,42,8,0
5,-12.05485,-77.045017,2025,9,29,22,21,59,4,1
6,-12.0548,-77.045033,2025,9,29,22,22,2,8,0
7,-12.054733,-77.045067,2025,9,29,22,22,8,5,1
8,-12.054717,-77.045117,2025,9,29,22,22,10,11,0
9,-12.054867,-77.047233,2025,9,29,22,23,10,14,0
10,-12.055017,-77.049017,2025,9,29,22,24,10,12,0
11,-12.05515,-77.05055,2025,9,29,22,25,10,10,0
12,-12.055167,-77.050567,2025,9,29,22,25,19,1,1
13,-12.055333,-77.052383,2025,9,29,22,26,19,12,0
14,-12.05545,-77.054083,2025,9,29,22,27,19,11,0
15,-12.055583,-77.056867,2025,9,29,22,28,19,18,0
16,-12.055567,-77.05685,2025,9,29,22,29,19,0,1
17,-12.055533,-77.057183,2025,9,29,22,30,19,2,1
18,-12.055467,-77.05735,2025,9,29,22,31,16,1,1
19,-12.054567,-77.06045,2025,9,29,22,32,16,21,0
20,-12.053917,-77.062217,2025,9,29,22,33,16,12,0
21,-12.053567,-77.063217,2025,9,29,22,34,16,7,0
22,-12.052883,-77.065233,2025,9,29,22,35,16,14,0
23,-12.05245,-77.0667,2025,9,29,22,36,16,10,0
24,-12.052517,-77.066817,2025,9,29,22,37,16,1,1
25,-12.052683,-77.066867,2025,9,29,22,37,19,23,0
26,-12.0543,-77.066767,2025,9,29,22,37,39,32,0
27,-12.054333,-77.066883,2025,9,29,22,37,41,23,0
28,-12.054517,-77.069067,2025,9,29,22,38,41,14,0
29,-12.054533,-77.069233,2025,9,29,22,39,21,2,1
30,-12.054683,-77.070733,2025,9,29,22,39,52,19,0
31,-12.054633,-77.070767,2025,9,29,22,39,54,14,0
32,-12.053433,-77.0709,2025,9,29,22,40,16,22,0
33,-12.0516,-77.071117,2025,9,29,22,41,16,12,0
34,-12.049267,-77.071383,2025,9,29,22,42,1,21,0
35,-12.0492,-77.071467,2025,9,29,22,42,4,14,0
36,-12.049417,-77.07355,2025,9,29,22,43,4,14,0
37,-12.049633,-77.076733,2025,9,29,22,44,4,21,0
38,-12.049717,-77.0773,2025,9,29,22,45,4,4,1
39,-12.049683,-77.077283,2025,9,29,22,46,4,0,1
40,-12.049683,-77.077283,2025,9,29,22,47,4,0,1
41,-12.049683,-77.077283,2025,9,29,22,48,4,0,1
42,-12.049683,-77.077283,2025,9,29,22,49,4,0,1
43,-12.049683,-77.077283,2025,9,29,22,50,4,0,1
44,-12.04975,-77.0775,2025,9,29,22,50,19,6,0
45,-12.049867,-77.077767,2025,9,29,22,50,28,12,0
46,-12.049933,-77.0778,2025,9,29,22,50,32,8,0
47,-12.049983,-77.077783,2025,9,29,22,50,35,8,0
48,-12.0501,-77.077667,2025,9,29,22,50,41,10,0
49,-12.050167,-77.07735,2025,9,29,22,51,41,2,1
50,-12.050167,-77.077333,2025,9,29,22,52,41,0,1
51,-12.050167,-77.077333,2025,9,29,22,53,41,0,1
52,-12.050117,-77.0772,2025,9,29,22,54,41,1,1
53,-12.049917,-77.07535,2025,9,29,22,55,41,12,0
54,-12.0497,-77.073267,2025,9,29,22,56,42,13,0
55,-12.049567,-77.072117,2025,9,29,22,57,43,7,0
56,-12.049517,-77.071867,2025,9,29,22,57,52,12,0
57,-12.04945,-77.071717,2025,9,29,22,57,57,13,0
58,-12.049417,-77.071383,2025,9,29,22,58,18,6,0
59,-12.04945,-77.07135,2025,9,29,22,58,20,10,0
60,-12.05205,-77.0711,2025,9,29,22,59,20,17,0
61,-12.0532,-77.071,2025,9,29,23,0,20,8,0
62,-12.0546,-77.070833,2025,9,29,23,1,20,9,0
63,-12.054717,-77.070783,2025,9,29,23,2,3,1,1
64,-12.05475,-77.0707,2025,9,29,23,2,5,20,0
65,-12.054617,-77.069433,2025,9,29,23,3,5,8,0
66,-12.054617,-77.069317,2025,9,29,23,4,4,1,1
67,-12.054333,-77.066733,2025,9,29,23,5,4,17,0
68,-12.05425,-77.066633,2025,9,29,23,5,7,16,0
69,-12.054133,-77.066633,2025,9,29,23,5,10,16,0
70,-12.05275,-77.0668,2025,9,29,23,6,10,9,0
71,-12.052517,-77.066817,2025,9,29,23,6,20,10,0
72,-12.052483,-77.066783,2025,9,29,23,6,22,12,0
73,-12.052483,-77.066433,2025,9,29,23,6,31,15,0
74,-12.053067,-77.0647,2025,9,29,23,7,31,12,0
75,-12.053233,-77.064183,2025,9,29,23,8,31,4,1
76,-12.053283,-77.064033,2025,9,29,23,8,32,59,0
77,-12.054167,-77.061767,2025,9,29,23,9,29,17,0
78,-12.054233,-77.061767,2025,9,29,23,9,31,14,0
79,-12.0547,-77.06185,2025,9,29,23,9,44,15,0
80,-12.054717,-77.0618,2025,9,29,23,9,46,10,0
81,-12.054717,-77.061733,2025,9,29,23,9,49,9,0
82,-12.054683,-77.0617,2025,9,29,23,9,52,7,0
83,-12.053583,-77.0613,2025,9,29,23,10,34,11,0
84,-12.053583,-77.061217,2025,9,29,23,10,36,17,0
85,-12.0542,-77.05955,2025,9,29,23,11,33,12,0
86,-12.054133,-77.059517,2025,9,29,23,11,35,14,0
87,-12.053933,-77.059417,2025,9,29,23,11,41,15,0
88,-12.053933,-77.059383,2025,9,29,23,11,42,13,0
89,-12.054633,-77.05715,2025,9,29,23,12,21,24,0
90,-12.054683,-77.057117,2025,9,29,23,12,23,10,0
91,-12.05475,-77.057133,2025,9,29,23,12,25,15,0
92,-12.05525,-77.057467,2025,9,29,23,13,25,4,1
93,-12.0554,-77.057567,2025,9,29,23,13,58,2,1
94,-12.055533,-77.0576,2025,9,29,23,14,2,14,0
95,-12.0556,-77.057567,2025,9,29,23,14,4,14,0
96,-12.0556,-77.057483,2025,9,29,23,14,6,15,0
97,-12.055533,-77.057417,2025,9,29,23,14,8,18,0
98,-12.0546,-77.056733,2025,9,29,23,14,26,25,0
99,-12.054367,-77.05405,2025,9,29,23,15,26,18,0
100,-12.054133,-77.051083,2025,9,29,23,16,26,19,0
101,-12.054033,-77.0497,2025,9,29,23,17,26,9,0
102,-12.05405,-77.049317,2025,9,29,23,17,57,5,1
103,-12.05445,-77.04925,2025,9,29,23,18,57,3,1
104,-12.055,-77.04915,2025,9,29,23,19,29,7,0
105,-12.056683,-77.0492,2025,9,29,23,20,10,16,0
106,-12.056767,-77.04915,2025,9,29,23,20,13,13,0
107,-12.056783,-77.049133,2025,9,29,23,20,14,11,0
108,-12.05675,-77.047233,2025,9,29,23,20,59,16,0
109,-12.057017,-77.0472,2025,9,29,23,21,4,22,0
110,-12.058167,-77.047117,2025,9,29,23,21,47,11,0
111,-12.0582,-77.047117,2025,9,29,23,21,48,10,0
112,-12.0587,-77.047283,2025,9,29,23,22,22,6,0
113,-12.06045,-77.04875,2025,9,29,23,23,22,15,0
114,-12.062617,-77.05055,2025,9,29,23,24,22,19,0
115,-12.063217,-77.05105,2025,9,29,23,25,22,5,1
116,-12.065433,-77.05295,2025,9,29,23,26,22,19,0
117,-12.065733,-77.053167,2025,9,29,23,26,34,13,0
118,-12.065783,-77.05315,2025,9,29,23,26,36,11,0
119,-12.066183,-77.052617,2025,9,29,23,27,36,4,1
120,-12.06625,-77.052567,2025,9,29,23,27,52,2,1
121,-12.067267,-77.051333,2025,9,29,23,28,52,10,0
122,-12.067317,-77.05125,2025,9,29,23,29,21,1,1
123,-12.06895,-77.049183,2025,9,29,23,30,21,17,0
124,-12.068967,-77.0491,2025,9,29,23,31,21,1,1
125,-12.0691,-77.048967,2025,9,29,23,31,44,3,1
126,-12.06985,-77.0481,2025,9,29,23,32,44,8,0
127,-12.06995,-77.047967,2025,9,29,23,32,53,7,0
128,-12.069983,-77.047833,2025,9,29,23,32,57,13,0
129,-12.06995,-77.047767,2025,9,29,23,32,59,17,0
130,-12.067067,-77.0454,2025,9,29,23,33,59,25,0
131,-12.065167,-77.044067,2025,9,29,23,34,42,22,0
132,-12.0646,-77.039683,2025,9,29,23,35,40,30,0
133,-12.0647,-77.0395,2025,9,29,23,35,43,28,0
134,-12.064933,-77.039117,2025,9,29,23,35,50,25,0
135,-12.064783,-77.038633,2025,9,29,23,36,50,3,1
136,-12.06475,-77.038417,2025,9,29,23,37,50,1,1
137,-12.064683,-77.037983,2025,9,29,23,38,50,3,1
138,-12.064617,-77.037133,2025,9,29,23,39,50,5,1
139,-12.06445,-77.036283,2025,9,29,23,40,10,17,0
140,-12.0641,-77.03605,2025,9,29,23,40,20,16,0
141,-12.0638,-77.034317,2025,9,29,23,41,20,12,0
142,-12.063733,-77.033583,2025,9,29,23,42,17,5,1
143,-12.0636,-77.032233,2025,9,29,23,42,35,30,0
144,-12.063667,-77.032183,2025,9,29,23,42,37,16,0
145,-12.064867,-77.031983,2025,9,29,23,43,18,12,0
146,-12.064883,-77.0319,2025,9,29,23,43,20,18,0
147,-12.064767,-77.030917,2025,9,29,23,44,20,6,0
148,-12.064767,-77.030917,2025,9,29,23,45,20,0,1
149,-12.06475,-77.030817,2025,9,29,23,45,42,2,1
150,-12.064067,-77.026033,2025,9,29,23,46,42,32,0
151,-12.063817,-77.023667,2025,9,29,23,47,42,16,0
152,-12.0638,-77.023533,2025,9,29,23,48,9,2,1
153,-12.063133,-77.0184,2025,9,29,23,49,9,34,0
154,-12.063117,-77.018217,2025,9,29,23,50,9,1,1
155,-12.0631,-77.018083,2025,9,29,23,50,14,10,0
156,-12.062833,-77.01595,2025,9,29,23,51,14,14,0
157,-12.062817,-77.015917,2025,9,29,23,51,27,1,1
158,-12.06275,-77.015533,2025,9,29,23,52,27,3,1
159,-12.062717,-77.015383,2025,9,29,23,53,3,2,1
160,-12.062633,-77.0153,2025,9,29,23,53,10,6,0
161,-12.062617,-77.015317,2025,9,29,23,53,11,8,0
162,-12.0615,-77.015533,2025,9,29,23,54,11,8,0
163,-12.060167,-77.016017,2025,9,29,23,55,11,9,0
164,-12.060117,-77.01605,2025,9,29,23,55,32,1,1
165,-12.057817,-77.017283,2025,9,29,23,56,32,17,0
166,-12.056633,-77.0177,2025,9,29,23,57,32,8,0
167,-12.055967,-77.01795,2025,9,29,23,58,4,9,0
168,-12.055933,-77.017917,2025,9,29,23,58,7,6,0
169,-12.055467,-77.016783,2025,9,29,23,59,7,8,0
170,-12.05515,-77.01605,2025,9,29,23,59,26,17,0
171,-12.054283,-77.016183,2025,9,30,0,0,26,6,0
172,-12.054183,-77.016167,2025,9,30,0,1,10,1,1
173,-12.05325,-77.016267,2025,9,30,0,2,10,6,0
174,-12.052967,-77.016317,2025,9,30,0,2,32,5,1
175,-12.052933,-77.0163,2025,9,30,0,2,34,5,1
176,-12.052917,-77.01625,2025,9,30,0,2,38,5,1
177,-12.052883,-77.015833,2025,9,30,0,3,38,3,1
178,-12.052717,-77.014467,2025,9,30,0,4,5,20,0
179,-12.052333,-77.014117,2025,9,30,0,5,4,4,1
180,-12.052283,-77.014017,2025,9,30,0,6,1,1,1
181,-12.052217,-77.013367,2025,9,30,0,7,1,4,1
182,-12.052217,-77.013333,2025,9,30,0,7,9,1,1
183,-12.052167,-77.013,2025,9,30,0,7,30,6,0
184,-12.052117,-77.012967,2025,9,30,0,7,35,5,1
185,-12.049867,-77.01285,2025,9,30,0,8,35,15,0
186,-12.04875,-77.012733,2025,9,30,0,9,35,7,0
187,-12.045283,-77.012317,2025,9,30,0,10,35,23,0
188,-12.044783,-77.01235,2025,9,30,0,11,35,3,1
189,-12.0444,-77.012183,2025,9,30,0,11,40,34,0
190,-12.04415,-77.011867,2025,9,30,0,11,44,40,0
191,-12.043717,-77.010617,2025,9,30,0,12,44,9,0
192,-12.043683,-77.010583,2025,9,30,0,12,58,1,1
193,-12.042867,-77.00835,2025,9,30,0,13,58,16,0
194,-12.041983,-77.005633,2025,9,30,0,14,58,19,0
195,-12.041817,-77.0051,2025,9,30,0,15,58,4,1
196,-12.041633,-77.00475,2025,9,30,0,16,30,5,1
197,-12.0416,-77.00475,2025,9,30,0,16,33,5,1
198,-12.0387,-77.005567,2025,9,30,0,17,33,20,0
199,-12.037717,-77.00585,2025,9,30,0,18,33,7,0
200,-12.036417,-77.006933,2025,9,30,0,19,4,22,0
201,-12.03635,-77.006883,2025,9,30,0,19,6,17,0
202,-12.0359,-77.006217,2025,9,30,0,19,27,15,0
203,-12.035233,-77.004567,2025,9,30,0,20,27,12,0
204,-12.034733,-77.003267,2025,9,30,0,21,7,14,0
205,-12.03475,-77.003233,2025,9,30,0,21,9,8,0
206,-12.034817,-77.0032,2025,9,30,0,21,12,10,0
207,-12.035317,-77.002967,2025,9,30,0,21,25,17,0
208,-12.035333,-77.0029,2025,9,30,0,21,27,14,0
209,-12.0349,-77.001817,2025,9,30,0,21,59,14,0
210,-12.03365,-76.9988,2025,9,30,0,22,59,21,0
211,-12.033367,-76.998317,2025,9,30,0,23,26,8,0
212,-12.033283,-76.9983,2025,9,30,0,23,28,17,0
213,-12.0332,-76.998317,2025,9,30,0,23,30,16,0
214,-12.033167,-76.998367,2025,9,30,0,24,30,0,1
215,-12.033,-76.998467,2025,9,30,0,25,12,2,1
216,-12.032333,-76.9988,2025,9,30,0,26,12,5,1
217,-12.032317,-76.9988,2025,9,30,0,26,20,1,1
218,-12.03195,-76.998967,2025,9,30,0,27,20,3,1
219,-12.031833,-76.999,2025,9,30,0,27,47,2,1
220,-12.030517,-76.999567,2025,9,30,0,28,47,10,0
221,-12.02995,-76.999767,2025,9,30,0,29,47,4,1
222,-12.029833,-76.999783,2025,9,30,0,29,51,12,0
223,-12.02965,-76.9998,2025,9,30,0,30,5,5,1
224,-12.029417,-76.999883,2025,9,30,0,30,20,7,0
225,-12.029417,-76.999933,2025,9,30,0,30,23,5,1
226,-12.029433,-76.99995,2025,9,30,0,30,25,7,0
227,-12.0296,-77.000283,2025,9,30,0,30,36,13,0
228,-12.029633,-77.000283,2025,9,30,0,30,38,7,0
229,-12.029883,-77.000083,2025,9,30,0,31,9,4,1
230,-12.0299,-77.000083,2025,9,30,0,31,10,8,0
231,-12.029917,-77.00005,2025,9,30,0,31,12,6,0
232,-12.030217,-76.999783,2025,9,30,0,31,26,11,0
233,-12.030883,-76.99955,2025,9,30,0,32,26,5,1
234,-12.030933,-76.9995,2025,9,30,0,32,55,1,1
235,-12.0312,-76.999367,2025,9,30,0,33,55,2,1
236,-12.0313,-76.999333,2025,9,30,0,33,56,42,0
237,-12.032717,-76.998767,2025,9,30,0,34,56,10,0
238,-12.0328,-76.998717,2025,9,30,0,35,36,1,1
239,-12.032833,-76.998733,2025,9,30,0,35,38,8,0
240,-12.032933,-76.998883,2025,9,30,0,35,44,11,0
241,-12.034017,-77.001583,2025,9,30,0,36,44,19,0
242,-12.034717,-77.00325,2025,9,30,0,37,37,13,0
243,-12.034683,-77.003317,2025,9,30,0,37,41,8,0
244,-12.034617,-77.00345,2025,9,30,0,37,50,6,0
245,-12.035,-77.004517,2025,9,30,0,38,50,7,0
246,-12.035083,-77.004617,2025,9,30,0,39,3,4,1
247,-12.036317,-77.007,2025,9,30,0,39,49,23,0
248,-12.0364,-77.007017,2025,9,30,0,39,58,4,1
249,-12.03645,-77.007,2025,9,30,0,40,0,12,0
250,-12.03795,-77.005717,2025,9,30,0,41,0,13,0
251,-12.03805,-77.005683,2025,9,30,0,41,13,3,1
252,-12.041333,-77.00485,2025,9,30,0,42,13,23,0
253,-12.041617,-77.004783,2025,9,30,0,42,29,7,0
254,-12.041667,-77.004833,2025,9,30,0,42,31,12,0
255,-12.042917,-77.008633,2025,9,30,0,43,31,26,0
256,-12.044033,-77.011767,2025,9,30,0,44,31,22,0
257,-12.044617,-77.012433,2025,9,30,0,45,19,7,0
258,-12.049317,-77.012817,2025,9,30,0,46,19,31,0
259,-12.052067,-77.013017,2025,9,30,0,47,19,18,0
260,-12.052167,-77.01305,2025,9,30,0,47,24,9,0
261,-12.052183,-77.0131,2025,9,30,0,47,27,7,0
262,-12.052267,-77.01405,2025,9,30,0,47,50,16,0
263,-12.051933,-77.014933,2025,9,30,0,48,50,6,0
264,-12.0516,-77.015883,2025,9,30,0,49,50,7,0
265,-12.05145,-77.016417,2025,9,30,0,50,50,4,1
266,-12.051383,-77.01695,2025,9,30,0,51,50,4,1
267,-12.051267,-77.0179,2025,9,30,0,52,50,6,0
268,-12.0512,-77.018067,2025,9,30,0,53,50,1,1
269,-12.0512,-77.018067,2025,9,30,0,54,50,0,1
270,-12.0512,-77.018167,2025,9,30,0,55,18,1,1
271,-12.051133,-77.019333,2025,9,30,0,56,14,8,0
272,-12.051167,-77.019367,2025,9,30,0,56,16,9,0
273,-12.051233,-77.019367,2025,9,30,0,56,18,13,0
274,-12.054033,-77.019683,2025,9,30,0,57,18,19,0
275,-12.055417,-77.0196,2025,9,30,0,58,18,9,0
276,-12.056633,-77.019533,2025,9,30,0,59,18,8,0
277,-12.0568,-77.019517,2025,9,30,0,59,55,2,1
278,-12.057667,-77.019433,2025,9,30,1,0,55,6,0
